
1675872326272, 4328356, 3.346030944532307
1675872586289, 4321780, 3.355856524302238
1675872606274, 4321753, 3.3558993076383454
1675872626272, 4319705, 3.35921441995203
1675872626272, 4319705, 3.35921441995203
1675872626272, 4319705, 3.35921441995203
1675872626272, 4319705, 3.35921441995203
1676899526287, 12958289, 5.8476796188194
1676899526287, 12958289, 5.8476796188194
1676899526287, 12958289, 5.8476796188194
1676899526287, 12958289, 5.8476796188194
1676899526287, 12958289, 5.8476796188194
1676899526287, 12958289, 5.8476796188194
1676899526287, 12958289, 5.8476796188194
1676899546317, 12951509, 5.856088581946863
1676900286272, 12731084, 6.387411112855829
